         159182 function calls (157335 primitive calls) in 0.669 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:65(wraps)
       27    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:664(__init__)
        3    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
       52    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:12(_is_descriptor)
    38/16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:320(_eval_type)
      131    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       11    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:523(Optional)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.10/urllib/request.py:343(full_url)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1685(extract_cookies)
       49    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:169(__setitem__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:1039(__iter__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:612(unwrap)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:383(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:800(singledispatch)
      201    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/exceptiongroup/_formatting.py:1(<module>)
       88    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_exceptions.py:7(map_exceptions)
       24    0.000    0.000    0.008    0.000 /usr/lib/python3.10/dataclasses.py:1174(wrap)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:653(_is_initvar)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1223(__getitem__)
        2    0.000    0.000    0.242    0.121 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http11.py:170(_receive_response_headers)
        1    0.000    0.000    0.001    0.001 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_headers.py:1(<module>)
        1    0.000    0.000    0.011    0.011 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_fileio.py:1(<module>)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1349(formatannotation)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:579(_get_mixins_)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:1(<module>)
       97    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:698(__iter__)
      121    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:3462(<listcomp>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:844(register)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:928(fix_flags)
        1    0.000    0.000    0.002    0.002 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/exceptiongroup/__init__.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:117(__instancecheck__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_fileio.py:218(Path)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_tempfile.py:1(<module>)
       12    0.000    0.000    0.241    0.020 /usr/lib/python3.10/ssl.py:1281(recv)
       74    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1330(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:83(_same_origin)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:771(has_redirect_location)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:301(request_host)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/idna.py:145(encode)
       18    0.000    0.000    0.001    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/element.py:2723(find_all)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
        1    0.000    0.000    0.001    0.001 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/connection.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_connection.py:151(Connection)
       30    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_connection.py:217(our_state)
       22    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:266(handle_entityref)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:497(get_all)
       31    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:722(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:380(urlparse)
      133    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_writers.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:569(_check_for_existing_members)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/sniffio/_impl.py:1(<module>)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:81(_combine_flags)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:409(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_eventloop.py:1(<module>)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
       27    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:547(<dictcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:56(parse_parts)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_receivebuffer.py:87(maybe_extract_next_line)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:2909(__init__)
        1    0.000    0.000    0.010    0.010 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http11.py:1(<module>)
        1    0.000    0.000    0.038    0.038 /usr/lib/python3.10/ssl.py:741(create_default_context)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/asyncio/events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/importlib/_common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/base_events.py:389(BaseEventLoop)
        1    0.000    0.000    0.001    0.001 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_backends/sync.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/abc.py:21(_register)
        1    0.000    0.000    0.001    0.001 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/streams/stapled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http_proxy.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:78(_check_methods)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:76(__init__)
       14    0.000    0.000    0.001    0.000 /usr/lib/python3.10/dataclasses.py:623(_cmp_fn)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:699(_get_content_decoder)
       11    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:200(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/http_proxy.py:1(<module>)
        1    0.000    0.000    0.045    0.045 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/__init__.py:1(<module>)
       96    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:759(decode)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_subprocesses.py:1(<module>)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.10/urllib/request.py:374(_parse)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:189(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/selector_events.py:1(<module>)
       12    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_events.py:299(__init__)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:97(closegroup)
       11    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:195(raw)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_tasks.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection.py:192(is_idle)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_writers.py:36(write_request)
        5    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:341(_close_connections)
    24/16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1878(_strip_annotations)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:120(__init__)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_connection.py:93(_body_framing)
    57/50    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.002    0.002 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/__init__.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /usr/lib/python3.10/enum.py:536(_convert_)
      128    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        3    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urlparse.py:348(encode_host)
      120    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(<genexpr>)
       13    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/element.py:2181(get_attribute_list)
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:517(_redirect_url)
       39    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/element.py:2168(get)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_backends/sync.py:173(get_extra_info)
       97    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:885(__iter__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1266(__init__)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urlparse.py:167(authority)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:252(contextmanager)
       51    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/element.py:657(_last_descendant)
      123    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_trace.py:55(__exit__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2721(__str__)
        3    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http11.py:274(has_expired)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/streams.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_connection.py:517(send)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1014(<listcomp>)
       32    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:67(_normalize_header_key)
        1    0.000    0.000    0.001    0.001 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/lowlevel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/abc/_tasks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:1053(unwrap)
      116    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       12    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_receivebuffer.py:53(__iadd__)
        1    0.000    0.000    0.106    0.106 /usr/lib/python3.10/ssl.py:1364(do_handshake)
        1    0.000    0.000    0.088    0.088 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_transports/default.py:136(__init__)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:395(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_typedattr.py:25(__init_subclass__)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:961(close)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:436(_field_assign)
        1    0.000    0.000    0.003    0.003 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/_core/_exceptions.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/bs4/element.py:2877(__init__)
        1    0.000    0.000    0.089    0.089 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:639(__init__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/exceptiongroup/_exceptions.py:1(<module>)
       98    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:659(_is_kw_only)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/_policybase.py:209(header_max_count)
       79    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:260(<listcomp>)
       66    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:705(__eq__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_connection.py:167(__init__)
       15    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_util.py:108(__new__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:66(get_annotations)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:456(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/subprocess.py:702(Popen)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:242(finditer)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/textwrap.py:17(TextWrapper)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:532(Literal)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http11.py:47(__init__)
       32    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:74(_normalize_header_value)
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:1084(__init__)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:602(<genexpr>)
       10    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_decoders.py:95(decode)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_connection.py:84(_keep_alive)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_writers.py:22(write_headers)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_async/connection_pool.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:675(__getitem__)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_client.py:340(build_request)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:219(_acquireLock)
       20    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_receivebuffer.py:77(maybe_extract_at_most)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urlparse.py:200(__str__)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_synchronization.py:247(__exit__)
        1    0.000    0.000    0.010    0.010 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/anyio/to_thread.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:957(pop)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:477(_get_iscased)
        6    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:2734(Unpack)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:419(_splitnetloc)
       76    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1098(<genexpr>)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:202(keys)
        8    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        5    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:346(__contains__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:123(_coerce_args)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1208(__getitem_inner__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/futures.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:401(__iter__)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_models.py:252(get_list)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_sync/http11.py:344(close)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.10/urllib/parse.py:1095(_splithost)
        4    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpx/_urlparse.py:482(percent_encoded)
        8    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:508(_init_param)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/asyncio/unix_events.py:1415(_UnixDefaultEventLoopPolicy)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1040(<listcomp>)
        1    0.000    0.000    0.030    0.030 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_synchronization.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/idna.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1156(dataclass)
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/exceptiongroup/_catch.py:1(<module>)
       70    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_util.py:1(<module>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1366(_fixupParents)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:1228(send)
       14    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/h11/_connection.py:260(_server_switch_event)
        2    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_models.py:321(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:504(detach)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/asyncio/staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:73(_parseparam)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/_policybase.py:313(header_store_parse)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        7    0.000    0.000    0.000    0.000 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/httpcore/_synchronization.py:267(__enter__)
        2    0.000    0.000    0.008    0.004 /home/daisymal/DS_Bootcamp.Day03.ID_886513-1/src/ex04/daisymal/lib/python3.10/site-packages/typing_extensions.py:3191(__call__)
