Player: , Score: 100
Player: , Score: 200
Player: , Score: 100
Player: , Score: 100
Player: , Score: 0
Player: , Score: 0
Player: , Score: 0
Player: , Score: 0
Player: , Score: 0
Player: , Score: 0
Player: , Score: 0
Player: , Score: 0
Player: , Score: 700
Player: sss, Score: 0
Player: , Score: 400
Player: , Score: 300
Player: , Score: 100
Player: , Score: 0
